policyno,plcydate,clm_freq5,clm_amt5,clm_amt,kidsdriv,travtime,car_use,bluebook,retained,npolicy,car_type,red_car,mvr_pts,clm_flag,age,homekids,yoj,income,gender,parent1,jobclass,max_educ,home_val,homevalue,samehome,yearsinhome,area,in_yy,hadclaim,commercial,cartype_panel,cartype_sports,cartype_pickup,cartype_suv,cartype_sedan,cartype_van,redcar,revolked,male,married,singleparent,job_bluecollar,urban,predictedclaim
81600312,1999-02-17,1,4415,2528,0,42,Commercial,23660,4,1,Panel Truck,yes,1,Yes,32,1,10,6930,M,No,Student,High School,0,0,8,8,Urban,FALSE,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,.44620451
81613055,1993-08-17,0,0,0,0,45,Commercial,28460,1,1,Panel Truck,yes,1,No,51,0,12,40038,M,No,Blue Collar,High School,184071,184071,1,1,Urban,TRUE,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,.33165359
81618025,1998-09-12,3,5198,0,0,36,Commercial,6400,4,2,Pickup,yes,1,No,49,0,10,73241,M,No,Unknown,Masters,0,0,15,15,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,.5834409
81624591,1994-09-15,0,0,0,0,14,Commercial,29980,4,1,Panel Truck,yes,0,No,48,2,11,138905,M,No,Unknown,Masters,387272,387272,13,13,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,.095341802
81629711,1995-12-23,1,9058,0,0,30,Private,17990,1,3,Sedan,no,2,No,56,0,10,29783,F,No,Clerical,Bachelors,146121,146121,2,2,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,.14186114
81631387,1996-11-19,3,31966,1483,0,21,Private,13880,1,1,Sports Car,no,2,Yes,37,0,10,86754,F,No,Lawyer,PhD,0,0,13,13,Urban,TRUE,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,.63917011
81631773,1994-10-18,0,0,686,1,51,Private,13240,15,1,SUV,no,4,Yes,37,1,14,66175,F,Yes,Blue Collar,<High School,214792,214792,1,1,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,.40314287
81635593,1994-07-24,0,0,1874,0,24,Private,30130,4,1,Sedan,no,0,Yes,45,0,0,0,F,No,Home Maker,Masters,77453,77453,15,15,Urban,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.069789357
81640993,1997-06-25,4,9598,0,0,50,Private,13730,6,2,Sports Car,no,3,No,56,0,14,80719,F,No,Manager,Bachelors,262361,262361,13,13,Urban,FALSE,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,.54081792
81658646,1998-05-26,0,0,0,0,46,Private,8980,7,1,Sports Car,no,1,No,73,0,15,1773,F,No,Student,Bachelors,0,0,14,14,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,.34459338
81661309,1994-09-23,0,0,5429,0,20,Private,10230,4,3,Sedan,no,2,Yes,48,0,11,11515,M,No,Student,High School,0,0,1,1,Urban,FALSE,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,.18875416
81668373,1996-12-04,0,0,0,0,69,Private,7520,1,2,Sports Car,no,1,No,48,0,9,12169,F,No,Student,High School,0,0,8,8,Rural,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,.094787128
81673479,1996-07-03,1,28959,5424,1,48,Private,14460,1,3,SUV,no,0,Yes,45,1,14,26156,F,No,Professional,Bachelors,179165,179165,10,10,Urban,TRUE,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,.46142229
81673513,1998-05-21,0,0,0,0,40,Private,13450,11,1,Sedan,no,0,No,33,4,14,86451,M,No,Blue Collar,Bachelors,261276,261276,9,9,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,.096098021
81685476,1998-12-01,0,0,0,0,17,Private,21050,10,3,Pickup,no,0,No,56,2,16,66868,F,No,Blue Collar,High School,204146,204146,6,6,Urban,FALSE,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,.16158928
81686752,1994-07-11,1,8762,0,0,47,Private,14690,1,1,Sedan,yes,0,No,55,0,16,42815,M,No,Lawyer,Masters,205232,205232,8,8,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,.11787025
81700616,1994-04-17,3,7447,0,0,31,Private,1500,1,1,SUV,no,5,No,55,0,0,0,F,No,Home Maker,High School,105646,105646,NA,,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
81734500,1993-04-30,2,20351,0,0,53,Private,22930,3,2,SUV,no,6,No,54,0,11,95024,F,No,Professional,Bachelors,290418,290418,12,12,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.29427832
81737119,1993-06-27,1,6798,0,0,61,Private,9540,1,1,SUV,no,0,No,25,3,13,55422,F,No,Professional,Bachelors,138922,138922,1,1,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.49678823
81750665,1998-11-06,0,0,0,0,30,Private,7890,10,1,Pickup,yes,0,No,42,1,15,21863,M,No,Clerical,High School,131324,131324,1,1,Urban,FALSE,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,.33240354
81751094,1998-10-08,0,0,35009,1,33,Commercial,16020,3,1,Sedan,no,4,Yes,41,2,14,86860,M,Yes,Blue Collar,Bachelors,0,0,1,1,Urban,FALSE,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,.67814845
81753574,1997-02-19,0,0,0,0,15,Private,15340,6,1,SUV,no,0,No,56,0,15,82370,F,No,Manager,Masters,274135,274135,15,15,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.062219422
81771737,1997-01-19,0,0,0,0,15,Private,6050,10,3,Pickup,yes,0,No,35,3,0,,M,Yes,Student,<High School,0,0,NA,,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,
81786322,1997-09-16,0,0,0,0,44,Private,7330,1,2,Pickup,yes,2,No,46,0,3,,M,No,Student,<High School,0,0,4,4,Rural,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,.052058134
81790908,1996-05-27,0,0,2927,0,44,Commercial,12820,1,1,SUV,no,6,Yes,55,0,2,38371,F,No,Blue Collar,High School,NA,,9,9,Urban,TRUE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,
81810281,1998-07-29,0,0,0,0,32,Private,14390,6,1,Sedan,yes,0,No,33,1,12,66803,M,No,Lawyer,Masters,193201,193201,17,17,Urban,FALSE,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,.14218383
81818094,1998-08-31,2,3819,0,0,34,Commercial,10340,4,1,Pickup,yes,0,No,43,0,12,46793,M,No,Blue Collar,High School,184381,184381,1,1,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,.41003403
81825790,1998-01-20,0,0,0,0,44,Commercial,7220,6,1,Pickup,yes,0,No,48,0,0,0,M,No,Student,Bachelors,79976,79976,7,7,Rural,FALSE,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,.078237727
81843375,1994-05-07,0,0,0,0,5,Private,13640,13,1,Sedan,no,0,No,33,0,9,74138,M,No,Blue Collar,High School,263173,263173,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,.065170266
81846963,1998-09-17,2,51188,0,0,11,Commercial,12370,1,1,Sedan,no,4,No,49,0,13,59743,M,No,Blue Collar,Bachelors,239955,239955,10,10,Urban,TRUE,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,.32368639
81869553,1997-09-07,1,7905,0,0,7,Private,11650,1,2,Pickup,yes,4,No,56,3,15,92145,F,No,Manager,High School,NA,,8,8,Urban,TRUE,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,
81913586,1994-10-19,2,32063,0,0,40,Private,5300,1,3,Pickup,no,4,No,35,2,12,3028,M,Yes,Student,Bachelors,NA,,10,10,Urban,TRUE,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,
81915792,1998-10-12,0,0,0,0,38,Private,19520,13,1,Van,yes,3,No,48,0,7,24212,M,No,Clerical,High School,182544,182544,8,8,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,.11345988
81917036,1997-04-07,0,0,0,0,29,Private,12820,4,2,Sedan,no,0,No,56,0,13,66579,M,No,Manager,Masters,173701,173701,NA,,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,
81935719,1997-09-25,0,0,0,0,46,Private,15850,1,1,Sedan,yes,0,No,42,2,14,23853,M,Yes,Blue Collar,<High School,120985,120985,NA,,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,
81940144,1993-11-18,0,0,0,0,26,Private,12060,1,2,SUV,no,0,No,40,0,7,14848,F,No,Clerical,<High School,90755,90755,4,4,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.029419197
81950947,1994-03-04,2,34575,4592,0,54,Private,15210,13,1,Sedan,yes,7,Yes,41,0,12,14129,M,No,Clerical,<High School,NA,,6,6,Urban,FALSE,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,
81956362,1994-12-12,2,4906,38223,1,20,Private,5670,4,1,SUV,no,2,Yes,56,1,15,88858,F,No,Lawyer,PhD,249331,249331,19,19,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.21145295
81965517,1993-10-14,1,3716,0,0,17,Private,9240,6,1,SUV,no,0,No,40,1,12,77388,F,No,Lawyer,Masters,260895,260895,14,14,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.11104257
81976476,1995-12-17,3,10930,3905,0,51,Commercial,10410,1,1,Pickup,yes,0,Yes,43,0,10,46119,M,No,Professional,High School,0,0,NA,,Urban,TRUE,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,
81978403,1998-01-22,0,0,0,0,41,Private,41230,7,4,Van,no,0,No,55,0,11,241408,F,No,Doctor,PhD,0,0,17,17,Urban,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.099543259
82007557,1998-01-11,0,0,0,0,35,Private,6670,1,1,Sports Car,no,0,No,34,5,NA,17698,F,No,Home Maker,<High School,137278,137278,1,1,Rural,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,.092501499
82053431,1997-05-19,0,0,1541,0,30,Private,6000,3,1,Pickup,yes,4,Yes,29,3,NA,15958,M,Yes,Clerical,<High School,111962,111962,1,1,Urban,FALSE,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,.50360656
82054252,1998-07-05,2,33948,0,0,37,Private,10930,9,1,Pickup,no,1,No,47,0,9,47331,M,No,Professional,Bachelors,0,0,13,13,Urban,FALSE,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,.40965828
82057612,1994-02-14,0,0,0,0,48,Private,18110,1,2,Van,yes,1,No,49,0,10,29998,M,No,Clerical,High School,153415,153415,12,12,Urban,TRUE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,.17462555
82082433,1995-09-14,0,0,5296,0,26,Private,2160,6,2,Sedan,no,3,Yes,56,0,16,38338,M,No,Blue Collar,<High School,NA,,6,6,Urban,FALSE,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,
82083764,1996-08-25,2,15635,1906,0,12,Private,5720,4,2,Sports Car,no,0,Yes,38,0,12,,F,No,Home Maker,High School,99549,99549,6,6,Urban,FALSE,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,.47641069
82092067,1996-02-09,2,5758,0,0,26,Commercial,6400,6,1,SUV,no,4,No,49,0,12,106541,F,No,Blue Collar,Bachelors,291795,291795,12,12,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,.45580775
82102550,1999-05-09,2,4683,0,0,38,Private,29470,1,1,Pickup,no,0,No,30,0,11,175172,F,No,Professional,Bachelors,403714,403714,1,1,Urban,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.16027829
82104510,1997-11-04,0,0,0,0,20,Commercial,17540,1,2,SUV,no,1,No,53,0,14,107394,F,No,Blue Collar,High School,318906,318906,1,1,Urban,TRUE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,.26454628
82116401,1999-03-19,0,0,0,1,43,Private,28890,10,3,Sedan,no,0,No,43,2,15,89534,F,No,Manager,Masters,243221,243221,13,13,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,.064353533
82119296,1995-12-02,2,21033,3498,3,36,Commercial,38900,1,1,Panel Truck,yes,3,Yes,39,3,13,110251,M,No,Blue Collar,Bachelors,349101,349101,1,1,Urban,TRUE,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,.7753042
82138146,1993-05-30,2,41477,0,0,28,Commercial,24210,7,1,Panel Truck,yes,3,No,44,0,11,50747,M,No,Professional,Masters,184074,184074,16,16,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,.23240274
82149827,1993-11-28,0,0,5358,0,22,Private,10490,6,1,SUV,no,0,Yes,50,1,15,39861,F,No,Clerical,Bachelors,216739,216739,8,8,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.13192561
82158073,1999-02-01,0,0,0,0,33,Private,9560,4,1,SUV,no,4,No,39,2,NA,111072,F,No,Manager,Bachelors,297741,297741,10,10,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.22173811
82171301,1996-12-14,0,0,762,2,9,Private,1500,1,3,SUV,no,0,Yes,45,2,13,109361,F,No,Manager,Bachelors,306852,306852,16,16,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.22497013
82181884,1994-06-11,0,0,15731,0,31,Commercial,10670,1,1,Pickup,yes,0,Yes,51,0,11,,M,No,Blue Collar,High School,210209,210209,10,10,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,.33619431
82182880,1995-07-25,2,4631,0,0,5,Commercial,28650,4,2,Pickup,no,0,No,51,0,11,172877,F,No,Manager,Masters,0,0,NA,,Urban,FALSE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,
82214727,1997-06-28,0,0,0,0,23,Private,26660,19,1,Sedan,no,0,No,52,0,12,99034,F,No,Manager,Masters,0,0,12,12,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.047756482
82229558,1996-01-28,2,1552,3351,0,29,Private,11460,1,3,SUV,no,3,Yes,33,0,7,66604,F,No,Lawyer,Masters,0,0,10,10,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.49793255
82230661,1996-04-22,0,0,0,0,26,Private,13410,6,2,Sports Car,no,0,No,37,0,8,85208,F,No,Professional,Bachelors,0,0,14,14,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,.27868354
82252354,1997-11-08,0,0,0,0,31,Private,7710,1,1,Sports Car,no,4,No,48,0,13,59232,F,No,Manager,Bachelors,0,0,8,8,Urban,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,.5407173
82266354,1999-02-14,2,10679,5354,0,29,Commercial,4200,6,1,Sports Car,no,6,Yes,27,2,11,64412,F,Yes,Blue Collar,High School,0,0,6,6,Urban,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,.84907418
82266882,1995-07-09,0,0,0,0,38,Private,26370,4,1,Pickup,no,0,No,48,0,8,28012,F,No,Clerical,High School,117343,117343,7,7,Urban,FALSE,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,.23714182
82268989,1994-04-24,2,44231,3336,0,13,Commercial,5200,4,2,SUV,no,2,Yes,34,2,10,19742,F,No,Student,High School,0,0,8,8,Urban,FALSE,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,.69316012
82269478,1995-09-29,2,7120,0,1,34,Private,13100,1,1,SUV,no,6,No,39,2,5,77044,F,No,Blue Collar,<High School,255062,255062,1,1,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,.54517752
82271586,1999-02-09,0,0,5179,0,33,Commercial,7700,1,1,Pickup,yes,2,Yes,37,0,12,62010,M,No,Professional,Bachelors,0,0,10,10,Urban,TRUE,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,.56594515
82273950,1994-02-26,3,6600,2985,0,33,Commercial,29850,7,2,Pickup,no,3,Yes,52,0,15,99963,F,No,Clerical,High School,291133,291133,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,.27981794
82281900,1999-03-31,0,0,0,0,40,Private,7200,10,2,SUV,no,1,No,57,0,NA,33707,F,No,Blue Collar,<High School,0,0,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.055934183
82283685,1998-02-13,0,0,0,0,45,Private,3340,13,1,Sports Car,no,2,No,30,2,9,18447,F,No,Clerical,<High School,104225,104225,5,5,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.37030011
82304131,1997-09-06,1,5396,18139,0,5,Commercial,12040,7,2,Sports Car,no,3,Yes,48,0,11,65240,F,No,Blue Collar,High School,189120,189120,1,1,Urban,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,.49571678
82337676,1998-03-03,3,12111,0,0,49,Private,15470,6,1,Sedan,no,3,No,47,0,11,90305,M,No,Professional,Bachelors,277466,277466,14,14,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,.12688069
82341614,1994-05-26,0,0,0,0,8,Private,8730,1,2,Sedan,yes,0,No,49,0,11,,M,No,Clerical,High School,149759,149759,9,9,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,.081343181
82342213,1995-11-19,1,21745,0,0,41,Private,20030,9,2,SUV,no,4,No,51,0,12,55657,F,No,Clerical,Bachelors,204828,204828,8,8,Rural,FALSE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,.041739605
82345748,1996-09-18,0,0,0,0,5,Private,23090,4,1,Sedan,no,1,No,46,0,6,83277,F,No,Home Maker,Bachelors,0,0,4,4,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.12474737
82346007,1997-07-16,0,0,4284,0,38,Commercial,16230,1,1,Van,yes,0,Yes,55,0,16,174355,M,No,Unknown,Masters,457551,457551,1,1,Urban,FALSE,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,.40092948
82347108,1997-12-22,2,2511,4066,0,9,Commercial,10110,1,2,Pickup,yes,2,Yes,31,0,7,6249,M,No,Student,High School,0,0,1,1,Urban,TRUE,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,.63747144
82379269,1994-09-10,2,1293,0,0,43,Private,19520,8,1,SUV,no,6,No,62,0,7,71961,M,No,Lawyer,Masters,0,0,16,16,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,.40774304
82399511,1996-06-16,2,9822,0,0,21,Private,3870,1,2,Sedan,yes,1,No,23,1,9,,M,Yes,Student,<High School,56000,56000,8,8,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,.31828997
82405578,1999-02-25,0,0,0,0,56,Private,12520,6,1,Sedan,no,0,No,47,0,NA,17097,M,No,Blue Collar,<High School,116001,116001,7,7,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,.14161853
82411134,1995-03-01,1,12118,0,0,25,Private,17730,4,1,Van,yes,4,No,45,0,10,117309,M,No,Lawyer,Masters,0,0,24,24,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,.20530023
82435009,1998-01-19,0,0,0,0,29,Private,5100,3,1,SUV,no,0,No,36,2,13,16212,F,No,Clerical,<High School,143697,143697,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.30924484
82442979,1996-08-01,0,0,0,0,28,Private,6100,10,3,Sports Car,no,2,No,46,0,9,99087,F,No,Professional,Bachelors,298048,298048,8,8,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.027322128
82445429,1994-10-01,2,6014,0,0,30,Commercial,5100,4,1,Pickup,yes,4,No,36,0,8,32905,M,No,Blue Collar,High School,NA,,8,8,Rural,FALSE,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,
82449730,1993-10-02,1,7810,0,1,43,Private,13810,1,2,Sports Car,no,6,No,45,3,NA,78061,F,Yes,Professional,Bachelors,0,0,14,14,Rural,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,.21449393
82479691,1998-01-15,0,0,29227,0,17,Private,14330,1,1,SUV,no,0,Yes,40,2,NA,72640,F,Yes,Lawyer,Masters,0,0,14,14,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,.28210413
82487763,1996-02-24,3,30553,15721,1,6,Private,21690,6,1,Sedan,no,1,Yes,40,3,NA,137394,F,Yes,Lawyer,Masters,0,0,18,18,Urban,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,.17260776
82489281,1999-01-30,1,7566,0,0,5,Private,12530,4,1,Sedan,no,6,No,60,0,8,50279,F,No,Manager,Bachelors,253143,253143,12,12,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,.079878598
82495817,1998-07-09,0,0,0,0,26,Private,6350,9,1,SUV,no,0,No,28,2,11,4087,F,Yes,Student,<High School,0,0,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,.40513226
82496507,1996-07-13,0,0,0,0,31,Commercial,22620,6,1,Panel Truck,yes,2,No,47,0,12,64545,M,No,Clerical,Bachelors,247072,247072,14,14,Rural,FALSE,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,.030010426
82506170,1997-02-22,0,0,0,0,32,Commercial,29370,13,1,Panel Truck,yes,0,No,52,0,8,96707,M,No,Blue Collar,High School,270614,270614,1,1,Rural,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,.014957441
82515765,1993-08-04,0,0,0,0,31,Commercial,11840,4,2,Sports Car,no,1,No,33,2,12,70408,F,No,Blue Collar,Bachelors,190139,190139,9,9,Urban,FALSE,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,.45051351
82527860,1993-08-17,2,4960,0,0,71,Private,11820,1,2,Sports Car,no,2,No,47,0,4,12765,F,No,Student,<High School,0,0,7,7,Rural,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.18751565
82547666,1998-11-07,2,39271,2611,2,16,Commercial,23790,11,1,Sedan,yes,0,Yes,36,3,8,34503,M,No,Blue Collar,High School,189551,189551,1,1,Urban,FALSE,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,.45888168
82552799,1996-01-20,3,31858,0,0,46,Private,13580,1,1,SUV,no,0,No,59,2,15,61833,F,No,Lawyer,Masters,220235,220235,17,17,Urban,TRUE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,.37007129
82569420,1997-06-04,2,3884,0,0,52,Private,6620,5,2,Sports Car,no,1,No,39,0,11,,F,No,Home Maker,High School,64192,64192,1,1,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.14167687
82589488,1995-02-17,3,9157,0,0,33,Private,9590,7,1,SUV,no,3,No,38,0,10,50688,F,No,Blue Collar,<High School,238411,238411,3,3,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,.30042547
82590293,1995-11-17,2,9932,0,0,44,Private,18120,10,1,Sedan,yes,0,No,56,0,12,48414,M,No,Manager,Bachelors,0,0,13,13,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,.15146445
82605189,1994-08-12,0,0,0,0,16,Private,5800,1,1,Pickup,no,1,No,43,0,9,122306,M,No,Manager,Masters,0,0,16,16,Urban,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.24333651
82608828,1996-12-18,0,0,0,0,30,Commercial,13640,11,2,Sedan,yes,0,No,43,0,11,11500,M,No,Student,High School,0,0,11,11,Rural,FALSE,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,.020775001
82637074,1997-07-28,2,53568,0,0,35,Private,9660,1,1,Sedan,no,0,No,46,0,13,66067,F,No,Professional,Bachelors,194092,194092,10,10,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,.082826078
82637833,1997-02-02,2,27207,0,0,43,Commercial,34700,7,1,Panel Truck,no,3,No,36,0,10,149140,M,No,Unknown,Masters,399270,399270,13,13,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,.19234097
82652199,1999-04-18,0,0,0,0,5,Private,15910,1,2,Sedan,yes,0,No,53,0,14,123265,M,No,Lawyer,Masters,345259,345259,19,19,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,.026598437
82658179,1996-10-28,1,1641,0,0,8,Private,9930,16,3,Sedan,no,5,No,30,3,18,22780,F,No,Clerical,High School,116924,116924,8,8,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,.12442026
82678266,1995-09-28,0,0,0,0,11,Commercial,8720,9,1,Pickup,no,0,No,30,3,14,34392,M,No,Clerical,<High School,133262,133262,NA,,Rural,FALSE,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,
82704583,1994-08-10,2,32580,2277,0,43,Private,8110,1,2,Pickup,yes,5,Yes,42,0,8,24076,M,No,Clerical,<High School,0,0,6,6,Urban,TRUE,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,.71827388
82709135,1997-08-03,1,1173,0,0,23,Private,17520,4,1,Van,no,5,No,51,0,11,109179,M,No,Lawyer,Masters,322080,322080,17,17,Urban,FALSE,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,.157461
82710078,1999-03-29,3,47231,0,0,28,Private,15600,1,1,Sedan,yes,1,No,40,0,11,60157,M,No,Manager,High School,216690,216690,6,6,Urban,TRUE,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,.29661149
82711995,1999-04-08,0,0,0,0,40,Private,8840,4,1,Pickup,yes,0,No,35,0,8,30782,M,No,Professional,High School,0,0,12,12,Urban,FALSE,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,.48789179
82761032,1997-04-14,0,0,2380,0,30,Commercial,6200,1,2,Pickup,no,2,Yes,47,0,0,0,M,No,Student,Bachelors,0,0,9,9,Urban,TRUE,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,.47249222
82766125,1994-06-01,0,0,0,0,47,Commercial,18580,7,1,Van,no,0,No,44,2,13,72811,M,No,Blue Collar,High School,228454,228454,1,1,Rural,FALSE,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,.052025128
82784489,1997-06-12,0,0,0,1,47,Commercial,11530,1,1,Pickup,no,1,No,42,3,17,55805,M,No,Blue Collar,High School,237874,237874,8,8,Rural,TRUE,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,.098549455
82790002,1995-03-12,2,1465,0,0,35,Private,11040,4,3,SUV,yes,0,No,61,2,18,34446,M,No,Lawyer,Masters,168224,168224,9,9,Urban,FALSE,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,.25793633
82790507,1998-12-09,2,8238,0,0,37,Private,22280,1,2,Sedan,no,0,No,54,1,12,10838,F,Yes,Home Maker,Bachelors,NA,,8,8,Rural,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
82794203,1995-10-19,2,19644,0,0,42,Commercial,22730,4,1,Panel Truck,no,5,No,53,0,10,30699,M,No,Clerical,Bachelors,0,0,13,13,Urban,FALSE,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,.76175529
